species:ncbi:36911	Clavispora lusitaniae
species:ncbi:33969	Melissococcus 
species:ncbi:180441	Flavobacterium limicola 
species:ncbi:10186	Gerbillus 
species:ncbi:8469	tortuga verde de mar
species:ncbi:27301	Pichia polymorpha 
species:ncbi:345902	Sporothrix cyanescens 
species:ncbi:75105	Burkholderia caribensis 
species:ncbi:478070	Labrenzia
species:ncbi:10236	Gigantorhynchus
species:ncbi:5809	sarcocystidae
species:ncbi:284042	Streptomyces violaceorubidus
species:ncbi:115229	aguililla ártica 
species:ncbi:7918	Lepisosteus oculatus 
species:ncbi:74411	Bipolaris cynodontis 
species:ncbi:1333	Streptococcus mutans, sero a
species:ncbi:182940	chipe de alas blancas 
species:ncbi:655439	Cubomedusae
species:ncbi:111853	Notropis longirostris 
species:ncbi:93930	Thermotoga naphthophila
species:ncbi:108981	Acinetobacter schindleri 
species:ncbi:136458	Paraflabellula sp.
species:ncbi:10475	Fusellovirus
species:ncbi:202609	Carcharhinus falciformis 
species:ncbi:242446	Filaroides 
species:ncbi:1999	Planomonospora venezuelensis 
species:ncbi:94886	Elaphe vulpina 
species:ncbi:114695	Streptomyces asiaticus 
species:ncbi:91624	Clostridium acidisoli 
species:ncbi:4203	saúco rojo
species:ncbi:71245	Kazachstania
species:ncbi:329857	Cohnella
species:ncbi:53523	Chaoborus astictopus 
species:ncbi:75838	Anas clypeata
species:ncbi:97481	Pasteurella skyensis
species:ncbi:3472	Sanguinaria canadensis 
species:ncbi:167804	Geochelone gigantea
species:ncbi:8765	Trimeresurus albolabris
species:ncbi:66422	Streptomyces cinerochromogenes 
species:ncbi:42354	Nitrosomonas oligotropha
species:ncbi:199	Campylobacter concisus (concepto no activo)
species:ncbi:56072	garza morena 
species:ncbi:2086	Anaeroplasma
species:ncbi:34084	Riemerella
species:ncbi:659243	Bacillus siamensis 
species:ncbi:156707	Notropis telescopus 
species:ncbi:97097	rabijunco amarillo 
species:ncbi:45552	Candida friedrichii
species:ncbi:8854	Cairina
species:ncbi:72360	Bacillus mojavensis
species:ncbi:43801	sub Ceratopogoninae
species:ncbi:46984	Adonis 
species:ncbi:4838	Rhizomucor 
species:ncbi:148959	Wallemia 
species:ncbi:164483	Pachystigma pygmaeum 
species:ncbi:48936	Novosphingobium subterraneum 
species:ncbi:244292	Mycobacterium nebraskense
species:ncbi:5106	Verticillium
species:ncbi:1298	Deinococcus
species:ncbi:10046	jerbo
species:ncbi:205598	Ichneumia
species:ncbi:142649	Mycoplasma phocacerebrale
species:ncbi:69525	Natrinema pellirubrum
species:ncbi:1956	Streptomyces diastaticus
species:ncbi:1550407	Gonioplectrus hispanus
species:ncbi:46469	Orenia marismortui 
species:ncbi:337	Burkholderia glumae 
species:ncbi:2349	Haliscomenobacter 
species:ncbi:321846	Pseudomonas simiae
species:ncbi:170204	Opisthoproctidae
species:ncbi:23113	celinda
species:ncbi:33034	Anaerococcus prevotii
species:ncbi:23012	Kalanchoe
species:ncbi:146806	Phocoenobacter uteri 
species:ncbi:285567	Streptomyces sporoverrucosus
species:ncbi:91966	Etheostoma striatulum 
species:ncbi:114848	Panagrolaimidae 
species:ncbi:8574	Constrictor constrictor 
species:ncbi:120557	Phoronida
species:ncbi:13341	tréboles de Hércules
species:ncbi:259	Flavobacterium thalpophilum 
species:ncbi:5046	Acremonium strictum 
species:ncbi:13146	perico
species:ncbi:35244	virus del herpes bóvido 5 
species:ncbi:940968	Diphyllobothrium ursi 
species:ncbi:50243	Veratrum album
species:ncbi:8937	guardarrío
species:ncbi:10623	virus del papiloma del conejo 
species:ncbi:9812	hiráceo de las rocas
species:ncbi:992409	oposum lanudo de América Central 
species:ncbi:6684	sub Dendrobranchiata 
species:ncbi:186169	egernia cunninghami 
species:ncbi:1691	Bifidobacterium indicum 
species:ncbi:9376	Soricidae
species:ncbi:181140	entoloma lívido
species:ncbi:216994	Betula lenta 
species:ncbi:34487	Conidiobolus
species:ncbi:232523	Hylemonella 
species:ncbi:161586	Syngnathus fuscus 
species:ncbi:216943	Spiroplasma montanense
species:ncbi:949	Anaplasma platys
species:ncbi:201370	Paradoxornis
species:ncbi:1064	Rhodocyclus
species:ncbi:99693	microphallidae
species:ncbi:4212	Ambrosia artemisiifolia 
species:ncbi:27830	Strongylidae
species:ncbi:8047	bacalao color azafrán
species:ncbi:59509	virus de la enfermedad de la piel grumosa 
species:ncbi:9183	Turdidae 
species:ncbi:33579	Scopidae 
species:ncbi:52190	basilisco
species:ncbi:1046066	Notropis chalybaeus
species:ncbi:60527	Oligacanthorhynchida
species:ncbi:229059	Sphoeroides pachygaster 
species:ncbi:111990	Melanoptila glabrirostris
species:ncbi:254662	Bell magpie 
species:ncbi:30962	Salmo clarki
species:ncbi:198815	Vibrio superstes
species:ncbi:1377	Aerococcus viridans
species:ncbi:29438	Pseudomonas savastanoi 
species:ncbi:6216	Hymenolepis diminuta 
species:ncbi:503983	Tovi parakeet
species:ncbi:57005	Sambucus australis
species:ncbi:13179	Nymphicus 
species:ncbi:186125	Fomitopsis palustris 
species:ncbi:571338	Macrochelys temminckii
species:ncbi:8793	Rheidae 
species:ncbi:60540	Polymorphus, SAI
species:ncbi:8826	Anseriformes 
species:ncbi:9483	Callithrix jacchus
species:ncbi:304596	Aglaiocercus 
species:ncbi:557350	Lycodapus mandibularis
species:ncbi:141829	Corynosoma villosum
species:ncbi:176057	Nestor notabilis 
species:ncbi:28184	Leptospira weilii
species:ncbi:9052	perdiz húngara
species:ncbi:112901	Sporomusa malonica
species:ncbi:77648	Nyctotherus velox 
species:ncbi:177971	Shuttleworthia
species:ncbi:190378	Anopheles punctimacula 
species:ncbi:646051	Linguatula
species:ncbi:27843	fasciolidae 
species:ncbi:498	Psychrobacter immobilis 
species:ncbi:155880	Chaetomium piluliferum 
species:ncbi:75292	Streptomyces thermogriseus 
species:ncbi:106591	Ensifer
species:ncbi:6804	super Majoidea 
species:ncbi:382318	Macrodipteryx vexillarius 
species:ncbi:3110	Prototheca
species:ncbi:8928	cigüeña blanca europea 
species:ncbi:4908	Issatchenkia 
species:ncbi:110926	Cygnus columbianus
species:ncbi:249031	Molossops
species:ncbi:39678	Arthoniaceae
species:ncbi:33036	Anaerococcus tretradius 
species:ncbi:223556	Deinococcus indicus 
species:ncbi:349668	Monacanthus hispidus 
species:ncbi:233794	Nectarinia jugularis 
species:ncbi:183751	Priodontes
species:ncbi:162965	Etheostoma duryi
species:ncbi:30950	Umbridae 
species:ncbi:59288	de Coxiella
species:ncbi:108521	Diphyllobothrium yonagoensis 
species:ncbi:38037	Rhynchosporium
species:ncbi:655068	Lagoa 
species:ncbi:39481	Eubacterium combesii 
species:ncbi:9580	gibón de manos blancas
species:ncbi:713	de Actinobacillus
species:ncbi:151037	Anaerosinus
species:ncbi:141524	Cynanchum vincetoricum 
species:ncbi:1622	Lactobacillus murinus
species:ncbi:2465	plásmido F
species:ncbi:279966	Oenanthe oenanthe
species:ncbi:133229	tarsonemidae, SAI
species:ncbi:7366	muscidae 
species:ncbi:191390	Pseudomonas palleroniana 
species:ncbi:58024	semilla (sustancia)
species:ncbi:36847	Clostridium neopropionicum 
species:ncbi:84853	Spiza
species:ncbi:42055	Chromohalobacter marismortui
species:ncbi:5825	Plasmodium chabaudi
species:ncbi:1017280	Pseudoflavonifractor
species:ncbi:29895	Pseudohydnum gelatinosum 
species:ncbi:1184606	Austwickia
species:ncbi:554	Erwinia carotovora 
species:ncbi:85180	Celastrus
species:ncbi:110661	Avetoro Lentiginoso 
species:ncbi:2746	Halomonas elongata
species:ncbi:480	Moraxella (Branhamella) catarrhalis
species:ncbi:717740	Candida chodatii
species:ncbi:85683	Bacillus selenitireducens
species:ncbi:83778	Kineosporiaceae
species:ncbi:1231356	Gambusia gaigei
species:ncbi:335391	Glyptemys 
species:ncbi:258930	Lasiurus borealis
species:ncbi:103944	Trimeresurus mucrosquamatus
species:ncbi:46228	Ruminococcus lactaris
species:ncbi:1928132	Ixodes marxi 
species:ncbi:85076	Marichromatium
species:ncbi:96345	Flavobacterium psychrophilum 
species:ncbi:46679	Pseudomonas mucidolens
species:ncbi:37769	Cryptococcus neoformans,  gattii 
species:ncbi:65465	Heterakis gallinae
species:ncbi:81408	Geobacillus caldoxylosilyticus 
species:ncbi:73348	bucephalidae
species:ncbi:171613	Gymnopilus spectabilis
species:ncbi:29388	Staphylococcus capitus
species:ncbi:82988	Buttiauxella brennerae
species:ncbi:44284	s de Photorhabdus
species:ncbi:34631	Rhipicephalus appendiculatus 
species:ncbi:47262	Geniculifera 
species:ncbi:574560	Photorhabdus temperata
species:ncbi:71546	Planomicrobium mcmeekinii 
species:ncbi:51357	Dendrocopos
species:ncbi:146937	Azospira 
species:ncbi:329099	Aedes communis 
species:ncbi:83526	Lactobacillus kimchii 
species:ncbi:5729	Tetratrichomonas
species:ncbi:714	Actinobacillus actinomycetem comitans 
species:ncbi:1653832	Borrelia brasiliensis 
species:ncbi:5818	Sarcocystis ovicanis 
species:ncbi:57667	virus de la inmunodeficiencia humana - simiana
species:ncbi:114527	Mogibacterium diversum
species:ncbi:6029	Microsporidia, SAI
species:ncbi:968	Spirillum volutans 
species:ncbi:44261	Oxobacter 
species:ncbi:45243	Capnocytophaga haemolytica 
species:ncbi:44295	Corallimorpharia
species:ncbi:1484	Hydrogenibacillus schlegelii 
species:ncbi:57982	tiburón peregrino
species:ncbi:32067	Leptotrichia
species:ncbi:90372	Thiomargarita
species:ncbi:166384	Turbellaria 
species:ncbi:255975	flagelado
species:ncbi:257772	Halomonas organivorans
species:ncbi:203486	Dictyoglomi
species:ncbi:56069	cormorán de cresta doble
species:ncbi:5533	Rhodosporidium
species:ncbi:34028	de Comamonas 
species:ncbi:1329	Streptococcus canis
species:ncbi:179681	Excoecaria 
species:ncbi:107608	Amaranthus palmeri
species:ncbi:178566	Streptomyces mexicanus 
species:ncbi:35231	Nosema apis 
species:ncbi:8265	Pseudopleuronectes americanus
species:ncbi:258	Sphingobacterium spiritivorum
species:ncbi:7797	Squalus acanthias 
species:ncbi:333965	Providencia vermicola
species:ncbi:7625	Echinoidea 
species:ncbi:3853	áfaga
species:ncbi:110500	Pelotomaculum thermopropionicum 
species:ncbi:11617	Arenaviridae
species:ncbi:30577	erizo 
species:ncbi:45478	perro de pradera
species:ncbi:171896	Helleborus niger 
species:ncbi:152	Spirochaeta stenostrepta 
species:ncbi:57200	Cantharellus tubaeformis 
species:ncbi:229549	Streptococcus minor
species:ncbi:34885	Eumetopias 
species:ncbi:47847	Brachybacterium nesterenkovii
species:ncbi:9852	Alces alces 
species:ncbi:73029	Dechloromonas
species:ncbi:613	Serratia 
species:ncbi:183513	Aconaemys
species:ncbi:579	Kluyvera
species:ncbi:555485	ronco negro
species:ncbi:44448	Borrelia persica 
species:ncbi:5866	Babesia bigemina 
species:ncbi:1471048	virus Okhotskiy
species:ncbi:147271	Paspalum scrobiculatum
species:ncbi:67367	Streptomyces tanashiensis 
species:ncbi:239375	Eurylaimus
species:ncbi:58127	Helminthosporium
species:ncbi:53355	Terrabacter
species:ncbi:157910	Paraburkholderia tuberum
species:ncbi:1200958	artamo ceniciento
species:ncbi:318424	Mycobacterium rufum 
species:ncbi:10320	BHV - 1
species:ncbi:1382	Atopobium parvulum
species:ncbi:435716	Passalurus
species:ncbi:1428	Bacillus thuringiensis
species:ncbi:48823	Carios
species:ncbi:2035	Corynebacterium flaccumfaciens sub betae
species:ncbi:1156497	Pichiaceae
species:ncbi:9080	Argusianus 
species:ncbi:116991	Gracula
species:ncbi:303297	Ornithodoros hermsi
species:ncbi:175027	Dicruridae
species:ncbi:9800	Tapirus
species:ncbi:241831	Syacium micrurum 
species:ncbi:9816	orycteropidae 
species:ncbi:5014	Dothideales 
species:ncbi:8728	Crotalus
species:ncbi:9209	cormorán común
species:ncbi:35806	Rhodovulum sulfidophilum 
species:ncbi:320380	Pleuronichthys ritteri 
species:ncbi:43490	buitre de espalda blanca 
species:ncbi:47564	Leptodactylus pentadactylus 
species:ncbi:213684	Ixodes gibbosus
species:ncbi:5739	Hexamitidae 
species:ncbi:111853	Notropis longirostris
species:ncbi:99340	Argemone ochroleuca 
species:ncbi:38772	Gopherus agassizii 
species:ncbi:86972	Okapia 
species:ncbi:202602	Tautoga onitis 
species:ncbi:56073	Egretta
species:ncbi:7374	Lucilia 
species:ncbi:1491757	piojo del cuerpo del pollo
species:ncbi:304596	Aglaiocercus
species:ncbi:40558	Botryotinia
species:ncbi:114885	Mycoplasma maculosum 
species:ncbi:384613	Streptococcus dentirousetti 
species:ncbi:1117	Oxyphotobacteria 
species:ncbi:7438	Vespidae 
species:ncbi:198616	Pseudomonas jinjuensis 
species:ncbi:113114	abubilla arbórea picuda
species:ncbi:215426	Lycodes diapterus
species:ncbi:10159	Octodon
species:ncbi:12160	Closterovirus
species:ncbi:126772	Sarcostemma 
species:ncbi:83614	Luteimonas 
species:ncbi:213119	Desulfobacteraceae 
species:ncbi:82978	Budvicia 
species:ncbi:9658	marta
species:ncbi:127929	estornino de Bali
species:ncbi:38743	Culex salinarius 
species:ncbi:79698	merluza de Boston
species:ncbi:558314	Desulfurobacteriaceae
species:ncbi:213465	Syntrophobacteraceae 
species:ncbi:273648	Cephalotheca foveolata 
species:ncbi:283923	Pseudoxanthomonas kaohsiungensis 
species:ncbi:2746	Halomonas elongata 
species:ncbi:547471	Catostomus bernardini
species:ncbi:6101	Anthozoa
species:ncbi:64104	Bacillus pseudomycoides
species:ncbi:7175	Culex pipiens 
species:ncbi:108464	Amidostomum
species:ncbi:933	Thioalkalimicrobium
species:ncbi:267889	Colwelliaceae
species:ncbi:30415	Grus japonensis
species:ncbi:209541	Trichodon trichodon 
species:ncbi:2333	Propionigenium modestum
species:ncbi:1736691	Aeromicrobium choanae
species:ncbi:28132	Bacteroides melaninogenicus
species:ncbi:1286186	Gluconacetobacter aggeris
species:ncbi:1471290	Geotrygon chrysia
species:ncbi:1340	Streptococcus porcinus
species:ncbi:203683	Planctomycetacia 
species:ncbi:6202	s de Taenia 
species:ncbi:77145	perca de las arenas del oeste
species:ncbi:9647	Procyonidae
species:ncbi:15869	hierba de punta
species:ncbi:371922	Pluvialis fulva
species:ncbi:75935	Umbra limi 
species:ncbi:36531	micobacteria oportunista
species:ncbi:4839	Rhizomucor miehei
species:ncbi:71039	Chrysothamnus nauseosus 
species:ncbi:11271	Vesiculovirus
species:ncbi:10040	Peromyscus 
species:ncbi:104630	Lampetra appendix
species:ncbi:182897	bulbul orfeo
species:ncbi:270329	percasol
species:ncbi:110685	Ixobrychus exilis
species:ncbi:249583	virus Irkut 
species:ncbi:45669	de Salinicoccus
species:ncbi:30078	cimicidae - chinche 
species:ncbi:9359	armadillo
species:ncbi:166768	Typhlogobius californiensis
species:ncbi:1226401	Saurida brasiliensis
species:ncbi:123372	Conopophagidae
species:ncbi:221945	Dipetalonema gracile
species:ncbi:40059	virus Palyam
species:ncbi:379	Rhizobium
species:ncbi:589382	Agromyces flavus 
species:ncbi:137520	Hypomesus transpacificus 
species:ncbi:153621	aguají
species:ncbi:263475	Bacillus arvi
species:ncbi:191813	tiburón de Groenlandia
species:ncbi:33042	Coprococcus 
species:ncbi:47561	Bufo woodhousei 
species:ncbi:69307	Gazella spekei
species:ncbi:433879	zacate mezquite
species:ncbi:219108	Euplerinae
species:ncbi:242447	Filaroides martis
species:ncbi:29884	Ganoderma applanatum
species:ncbi:77097	Alcaligenes faecalis ss. homari
species:ncbi:301585	Spiroplasma platyhelix 
species:ncbi:265722	Hybopsis insignis
species:ncbi:304260	Cottus baileyi
species:ncbi:165762	Crotalaria barkae
species:ncbi:191769	Marinilactibacillus
species:ncbi:186650	Balneimonas
species:ncbi:101192	Methanomethylovorans hollandica
species:ncbi:47420	s de Hydrogenophaga 
species:ncbi:498939	Antrodia oleracea
species:ncbi:11095	pestivirus 
species:ncbi:9004	urogallo grande
species:ncbi:1916211	Pila gracilis 
species:ncbi:189534	porrón bastardo
species:ncbi:7787	Torpedea californica 
species:ncbi:7100	noctuidae
species:ncbi:118882	Brucellaceae 
species:ncbi:94893	Glossy snake 
species:ncbi:417102	Gordonia lacunae
species:ncbi:157792	Pseudomonas xiamenensis
species:ncbi:86938	Agosia chrysogaster 
species:ncbi:153026	Desulforegula conservatrix 
species:ncbi:1980460	virus del Canal Black Creek
species:ncbi:92067	Agkistrodon saxatilis
species:ncbi:88114	carbonero cresta negra 
species:ncbi:446791	Liparis inquilinus 
species:ncbi:84785	Sturnella neglecta
species:ncbi:6310	super metastrongyloidea
species:ncbi:119412	turaco de Ross 
species:ncbi:1972	Streptomyces roseiscleroticus 
species:ncbi:6188	Schistosoma rodhaini 
species:ncbi:2219200	rata gigante de cola peluda
species:ncbi:39682	Trimeresurus stejnegeri 
species:ncbi:242442	Crenosoma 
species:ncbi:1118520	Cephalopterus glabricollis
species:ncbi:1001	Flexibacter polymorphus
species:ncbi:1795727	Sericopelma
species:ncbi:57739	de Vogesella 
species:ncbi:191373	Pelotomaculum
species:ncbi:52861	jazmín de uva
species:ncbi:29405	Microlunatus phosphovorus
species:ncbi:13402	Carya
species:ncbi:280323	Libertella
species:ncbi:226135	Sarcophaga carnaria 
species:ncbi:1100	Chlorobium luteolum 
species:ncbi:41674	Stygiolobus 
species:ncbi:4564	trigo
species:ncbi:8092	Cottidae
species:ncbi:50241	Melanthium
species:ncbi:9030	Gallus 
species:ncbi:1661	Trueperella pyogenes
species:ncbi:104397	de Epicoccum
species:ncbi:115651	Geotrygon montana 
species:ncbi:9103	pavo silvestre 
species:ncbi:241192	Thermodesulfatator
species:ncbi:24	Pseudomonas putrefaciens 
species:ncbi:33203	Paecilomyces lilacinum
species:ncbi:9780	elephantidae
species:ncbi:65647	Ixodes holocyclus
species:ncbi:471713	Leadbeater's cockatoo 
species:ncbi:54386	Rhynochetos jubatus
species:ncbi:365341	Sphingobium aromaticiconvertens 
species:ncbi:66892	Streptomyces gardneri
species:ncbi:6102	sub Zoantharia
species:ncbi:9470	Nycticebus coucang 
species:ncbi:189863	Arthrobacter nasiphocae 
species:ncbi:169283	Geobacillus lituanicus
species:ncbi:83551	Parachlamydia 
species:ncbi:243491	Corinnidae
species:ncbi:47562	Hyla regilla
species:ncbi:241539	Thryothorus leucotis 
species:ncbi:74200	chivirín de Carolina
species:ncbi:106324	Contracaecum osculatum 
species:ncbi:76054	Fundulus pulvereus
species:ncbi:9149	Paradisaeidae 
species:ncbi:531324	Anisotremus surinamensis 
species:ncbi:185748	gobio sombra
species:ncbi:361607	Patulibacter 
species:ncbi:30461	búho real
species:ncbi:3495	Maclura
species:ncbi:99802	Spirometra mansoni 
species:ncbi:33036	Peptostreptococcus tetradius 
species:ncbi:2022598	Aedes niveus
species:ncbi:3629	malvaceae - malva 
species:ncbi:303235	Hybognathus placitus 
species:ncbi:59842	Bacillus chondroitinus 
species:ncbi:2332	Propionigenium
species:ncbi:157910	Paraburkholderia tuberum 
species:ncbi:117000	Phoenicopterus ruber chilensis
species:ncbi:461	Fluoribacter 
species:ncbi:171551	Porphyromonadaceae
species:ncbi:64309	virus Jugra 
species:ncbi:56341	Philippine falconet 
species:ncbi:123349	Gobiesociformes 
species:ncbi:83822	de Phialemonium
species:ncbi:306541	Halolactibacillus miurensis 
species:ncbi:81045	Melanoporia 
species:ncbi:1903409	Erwiniaceae
species:ncbi:359336	Castellaniella 
species:ncbi:1793	Mycobacterium fallax 
species:ncbi:140017	falsa coral
species:ncbi:988801	Rosenbergiella nectarea 
species:ncbi:652621	Cladosporium elatum 
species:ncbi:11157	Mononegavirales 
species:ncbi:1792146	Gloriosa superba
species:ncbi:100859	avefria europea 
species:ncbi:34943	juan chiviro
species:ncbi:197575	bacilo de Koch-Weeks
